acid,SDS.493026,
PI408109A,2,9
PI408110A,5,9
PI408124A,5,9
PI408124B,5,9
PI408124C,5,9
PI408124D,5,9
PI408125A,5,9
PI408125B,5,9
PI408126A,5,9
PI408126B,5,9
PI408131A,5,9
PI408131B,5,9
PI408134A,5,9
PI408135A,5,9
PI408135B,5,9
PI408137A,5,9
PI408137B,5,9
PI408138A,5,9
PI408138B,5,9
PI408138C,5,9
PI408138D,5,9
PI408140A,5,9
PI408140B,5,9
PI408166A,5,9
PI408166B,5,9
PI408169A,5,9
PI408169B,5,9
PI408169D,5,9
PI408181A,5,9
PI408181D,5,9
PI408184A,5,9
PI408186B,5,9
PI408196A,5,9
PI408196B,5,9
PI408197A,5,9
PI408197B,5,9
PI408200A,5,9
PI408201A,5,9
PI408201B,5,9
PI408203A,5,9
PI408203B,5,9
PI408209A,5,9
PI408209B,5,9
PI408209C,5,9
PI408211A,5,9
PI408211B,5,9
PI408212A,5,9
PI408212B,5,9
PI408215A,5,9
PI408216A,5,9
PI408216B,5,9
PI408217A,5,9
PI408217B,5,9
PI408217C,5,9
PI408221A,5,9
PI408221B,5,9
PI408222A,5,9
PI408222B,5,9
PI408222C,5,9
PI408224A,5,9
PI408224B,5,9
PI408225A,5,9
PI408225B,5,9
PI408226A,5,9
PI408228B,5,9
PI408229A,5,9
PI408229C,5,9
PI408233A,5,9
PI408233B,5,9
PI408234A,5,9
PI408234B,5,9
PI408248A,5,9
PI408248B,5,9
PI408255A,5,9
PI408255B,5,9
PI408259A,5,9
PI408260A,5,9
PI408260B,5,9
PI408260C,5,9
PI408262A,5,9
PI408262B,5,9
PI408262C,5,9
PI408262D,5,9
PI408265A,5,9
PI408265B,5,9
PI408269A,5,9
PI408269B,5,9
PI408269D,5,9
PI408270A,5,9
PI408270B,5,9
PI408272A,5,9
PI408272B,5,9
PI408272C,5,9
PI408281A,5,9
PI408281B,5,9
PI408285A,5,9
PI408285B,5,9
PI408294A,5,9
PI408295A,5,9
PI408295B,5,9
PI408296A,5,9
PI408298A,5,9
PI408298B,5,9
PI408307A,5,9
PI408307C,5,9
PI408310A,5,9
PI408310B,5,9
PI408312A,5,9
PI408312B,5,9
PI408315A,5,9
PI408315B,5,9
PI408318A,5,9
PI408319A,5,9
PI408319B,5,9
PI408319C,5,9
PI408327A,5,9
PI408332A,5,9
PI408335A,5,9
PI408335B,5,9
PI415073B,5,9
PI416769A,5,9
PI416769B,5,9
PI416769C,5,9
PI416868A,5,9
PI416868B,5,9
PI416904A,5,9
PI416904B,5,9
PI417033A,5,9
PI417033B,5,9
PI417040A,5,9
PI417040B,5,9
PI417086A,5,9
PI417086B,5,9
PI417102A,5,9
PI417102B,5,9
PI417135A,5,9
PI417179A,5,9
PI417179B,5,9
PI417309A,5,9
PI417324A,5,9
PI417324B,5,9
PI417345A,5,9
PI417345B,5,9
PI417355A,5,9
PI417355B,5,9
PI417414B,5,9
PI417472A,5,9
PI417472B,5,9
PI417472C,5,9
PI423728A,5,9
PI423728B,5,9
PI423730A,5,9
PI423730B,5,9
PI423736A,5,9
PI423747A,5,9
PI423747B,5,9
PI423748A,5,9
PI423748B,2,9
PI423748C,5,9
PI423752A,5,9
PI423752B,5,9
PI423753A,5,9
PI423753B,5,9
PI423756A,5,9
PI423756B,5,9
PI423769A,5,9
PI423769B,5,9
PI423796A,5,9
PI423796B,5,9
PI423798A,5,9
PI423798B,5,9
PI423799A,5,9
PI423799B,5,9
PI423808A,5,9
PI423808B,5,9
PI423814A,5,9
PI423814B,5,9
PI423826A,5,9
PI423826B,5,9
PI423826C,5,9
PI423827A,5,9
PI423830A,5,9
PI423830B,5,9
PI423833A,5,9
PI423833B,5,9
PI423837A,5,9
PI423845A,5,9
PI423845B,5,9
PI423863A,5,9
PI423863B,5,9
PI423882A,5,9
PI423882B,5,9
PI423890A,5,9
PI423890B,5,9
PI423890C,5,9
PI423914A,5,9
PI423930A,5,9
PI423948A,5,9
PI423948B,5,9
PI423987B,5,9
PI424154A,5,9
PI424154B,5,9
PI424155A,5,9
PI424155B,5,9
PI424156A,5,9
PI424159A,5,9
PI424159B,5,9
PI424159C,5,9
PI424164A,5,9
PI424168A,5,9
PI424168B,5,9
PI424168C,5,9
PI424169A,5,9
PI424169B,5,9
PI424171A,5,9
PI424171B,5,9
PI424172A,5,9
PI424179A,5,9
PI424179B,5,9
PI424188A,5,9
PI424188B,5,9
PI424192A,5,9
PI424192B,5,9
PI424214A,5,9
PI424214B,5,9
PI424214C,5,9
PI424217A,5,9
PI424217B,5,9
PI424219A,5,9
PI424219B,5,9
PI424220A,5,9
PI424220B,5,9
PI424221A,5,9
PI424221B,2,9
PI424222A,5,9
PI424227A,5,9
PI424227B,5,9
PI424229A,5,9
PI424229B,5,9
PI424232A,5,9
PI424232B,5,9
PI424234A,5,9
PI424234B,5,9
PI424234C,5,9
PI424237A,5,9
PI424247A,5,9
PI424247B,5,9
PI424249A,5,9
PI424249B,5,9
PI424249C,5,9
PI424249D,5,9
PI424249E,5,9
PI424250A,5,9
PI424250B,5,9
PI424251A,5,9
PI424255A,5,9
PI424255B,5,9
PI424255C,5,9
PI424257A,5,9
PI424257B,5,9
PI424269A,5,9
PI424270A,5,9
PI424270B,5,9
PI424270C,5,9
PI424272A,5,9
PI424272B,5,9
PI424273A,5,9
PI424273B,5,9
PI424274A,5,9
PI424274B,5,9
PI424277A,5,9
PI424277B,5,9
PI424278A,5,9
PI424278B,5,9
PI424281A,2,9
PI424281B,5,9
PI424284A,5,9
PI424284B,5,9
PI424285A,5,9
PI424285B,5,9
PI424285C,5,9
PI424285D,5,9
PI424294A,5,9
PI424294B,5,9
PI424296A,5,9
PI424296B,5,9
PI424299A,5,9
PI424299B,5,9
PI424299C,5,9
PI424300A,5,9
PI424309A,5,9
PI424324A,5,9
PI424335A,5,9
PI424335B,5,9
PI424342A,5,9
PI424342B,5,9
PI424347A,5,9
PI424347B,5,9
PI424348A,5,9
PI424348B,5,9
PI424348C,5,9
PI424349A,5,9
PI424349B,5,9
PI424349C,5,9
PI424357A,5,9
PI424357B,5,9
PI424364A,5,9
PI424364B,5,9
PI424368A,5,9
PI424368B,5,9
PI424370A,5,9
PI424370B,5,9
PI424386A,5,9
PI424386B,5,9
PI424402A,5,9
PI424402B,5,9
PI424405A,5,9
PI424405B,5,9
PI424405C,5,9
PI424406A,5,9
PI424406B,5,9
PI424444A,5,9
PI424444B,5,9
PI424444C,5,9
PI424462A,5,9
PI424462B,5,9
PI424462C,5,9
PI424472A,5,9
PI424472B,5,9
PI424481A,5,9
PI424481B,5,9
PI424484A,5,9
PI424484B,5,9
PI424487A,5,9
PI424487B,5,9
PI424488A,5,9
PI424488B,5,9
PI424489A,5,9
PI424489B,5,9
PI424491A,5,9
PI424493A,5,9
PI424499A,5,9
PI424499B,5,9
PI424499C,5,9
PI424499D,5,9
PI424504A,5,9
PI424504B,5,9
PI424517A,5,9
PI424517B,5,9
PI424521A,5,9
PI424523A,5,9
PI424523B,5,9
PI424535A,5,9
PI424535B,5,9
PI424546A,5,9
PI424546B,5,9
PI424549A,5,9
PI424549B,5,9
PI424555A,5,9
PI424555B,5,9
PI424558A,5,9
PI424569A,5,9
PI424569B,5,9
PI424590A,5,9
PI424590B,5,9
PI424605A,5,9
PI424608A,5,9
PI424608B,5,9
PI424611A,5,9
PI424611B,5,9
PI427088C,5,9
PI427088D,5,9
PI427088E,5,9
PI427088F,5,9
PI427088G,5,9
PI427088H,5,9
PI427088I,5,9
PI427088J,5,9
PI427105A,5,9
PI427105B,5,9
PI427107A,5,9
PI427107B,5,9
PI427107C,5,9
PI430598A,5,9
PI430598B,5,9
PI437105D,5,9
PI437109B,5,9
PI437109C,5,9
PI437110A,5,9
PI437110B,5,9
PI437112A,5,9
PI437112B,5,9
PI437118B,5,9
PI437121B,5,9
PI437126A,5,9
PI437127A,5,9
PI437127B,5,9
PI437129A,5,9
PI437129B,5,9
PI437135B,5,9
PI437145B,5,9
PI437153B,5,9
PI437165B,5,9
PI437169B,5,9
PI437306B,5,9
PI437311A,5,9
PI437311B,5,9
PI437340B,5,9
PI437340C,5,9
PI437344D,5,9
PI437375A,5,9
PI437375B,5,9
PI437378B,5,9
PI437378C,5,9
PI437381D,5,9
PI437389C,5,9
PI437419B,5,9
PI437420A,5,9
PI437420B,5,9
PI437420C,5,9
PI437427A,5,9
PI437427B,5,9
PI437427C,5,9
PI437428B,5,9
PI437432B,5,9
PI437434A,5,9
PI437434B,5,9
PI437437A,5,9
PI437437B,5,9
PI437452B,5,9
PI437458A,5,9
PI437458B,5,9
PI437462A,5,9
PI437462B,5,9
PI437462C,5,9
PI437462D,5,9
PI437463A,5,9
PI437463B,5,9
PI437477B,5,9
PI437500B,5,9
PI437500C,5,9
PI437515A,5,9
PI437515B,5,9
PI437520A,5,9
PI437520B,5,9
PI437550A,5,9
PI437550B,5,9
PI437550C,5,9
PI437573B,5,9
PI437586A,5,9
PI437593B,5,9
PI437594B,5,9
PI437605A,5,9
PI437605B,5,9
PI437605C,5,9
PI437609B,5,9
PI437610B,5,9
PI437614B,5,9
PI437622B,5,9
PI437630D,5,9
PI437635B,5,9
PI437635C,5,9
PI437635D,5,9
PI437635E,5,9
PI437640B,5,9
PI437641A,5,9
PI437641B,5,9
PI437643B,5,9
PI437648B,5,9
PI437649A,5,9
PI437649B,5,9
PI437651B,5,9
PI437661B,5,9
PI437678B,5,9
PI437682B,5,9
PI437685B,5,9
PI437685C,5,9
PI437685D,5,9
PI437695B,5,9
PI437695C,5,9
PI437711A,5,9
PI437711B,5,9
PI437716B,5,9
PI437752A,5,9
PI437752B,5,9
PI437752C,5,9
PI437753B,5,9
PI437788A,5,9
PI437788B,5,9
PI437814A,5,9
PI437814B,5,9
PI437818A,5,9
PI437818B,5,9
PI437834A,5,9
PI437834B,5,9
PI437839A,5,9
PI437839B,5,9
PI437840A,5,9
PI437840B,5,9
PI437843A,5,9
PI437843B,5,9
PI437844A,5,9
PI437844B,5,9
PI437845A,5,9
PI437845B,5,9
PI437845C,5,9
PI437845D,5,9
PI437848A,5,9
PI437848B,5,9
PI437851B,5,9
PI437853B,5,9
PI437856A,5,9
PI437856B,5,9
PI437857C,5,9
PI437860B,5,9
PI437863A,5,9
PI437863B,5,9
PI437864B,5,9
PI437867A,5,9
PI437867B,5,9
PI437875B,5,9
PI437877B,5,9
PI437877C,5,9
PI437878B,5,9
PI437882A,5,9
PI437882B,5,9
PI437886B,2,9
PI437887B,5,9
PI437887C,5,9
PI437888B,5,9
PI437890B,5,9
PI437902A,5,9
PI437902B,5,9
PI437902C,5,9
PI437902D,5,9
PI437909B,5,9
PI437946A,5,9
PI437946B,5,9
PI437956B,5,9
PI437957B,5,9
PI437964A,5,9
PI437964B,5,9
PI437974B,5,9
PI437985A,5,9
PI437985B,5,9
PI438019B,5,9
PI438051B,5,9
PI438069A,5,9
PI438069B,5,9
PI438069C,5,9
PI438105B,5,9
PI438109C,5,9
PI438112B,5,9
PI438124B,5,9
PI438133A,5,9
PI438133B,5,9
PI438164B,5,9
PI438212C,5,9
PI438234B,5,9
PI438249A,5,9
PI438249B,5,9
PI438250B,5,9
PI438252B,5,9
PI438252C,5,9
PI438254D,5,9
PI438256B,5,9
PI438257A,5,9
PI438257B,5,9
PI438259B,5,9
PI438266A,5,9
PI438266B,5,9
PI438271B,5,9
PI438302A,5,9
PI438304B,5,9
PI438308A,5,9
PI438308B,5,9
PI438334B,5,9
PI438357A,5,9
PI438357B,5,9
PI438435A,5,9
PI438435B,5,9
PI438442A,5,9
PI438442B,5,9
PI438489A,5,9
PI438489B,5,9
PI438490A,5,9
PI438490B,5,9
PI438496A,5,9
PI438496B,5,9
PI438496C,5,9
PI438503A,5,9
PI438503B,5,9
PI438503C,5,9
PI438504B,5,9
PI438507A,5,9
PI438507B,5,9
PI438507C,5,9
PI438509B,5,9
PI442007A,5,9
PI442007B,5,9
PI442012A,5,9
PI442012B,5,9
PI458024A,5,9
PI458045A,5,9
PI458051A,5,9
PI458051B,5,9
PI458053A,5,9
PI458053B,5,9
PI458060A,5,9
PI458060B,5,9
PI458061A,5,9
PI458061B,5,9
PI458062A,5,9
PI458062B,5,9
PI458065A,5,9
PI458065B,5,9
PI458067A,5,9
PI458067B,5,9
PI458070A,5,9
PI458070B,5,9
PI458072A,5,9
PI458074A,5,9
PI458074B,5,9
PI458085A,5,9
PI458090A,5,9
PI458090B,5,9
PI458112A,5,9
PI458112B,5,9
PI458123A,5,9
PI458123B,5,9
PI458169A,5,9
PI458169B,5,9
PI458171A,5,9
PI458171B,5,9
PI458172A,5,9
PI458175A,5,9
PI458175B,5,9
PI458175C,5,9
PI458175D,5,9
PI458189A,5,9
PI458189B,5,9
PI458202A,5,9
PI458202B,5,9
PI458203A,5,9
PI458203B,5,9
PI458230A,5,9
PI458236A,5,9
PI458244A,5,9
PI458244B,5,9
PI458244C,5,9
PI458246A,5,9
PI458246B,5,9
PI458306A,5,9
PI458307A,5,9
PI458307B,5,9
PI458508A,5,9
PI458508B,5,9
PI458519A,5,9
PI458519B,5,9
PI464888A,5,9
PI464888B,5,9
PI464914A,5,9
PI464914B,5,9
PI464915A,5,9
PI464915B,5,9
PI464920A,5,9
PI464920B,5,9
PI466749A,5,9
PI466749B,5,9
PI467318B,5,9
PI467322B,5,9
PI467334A,5,9
PI467334B,5,9
PI467335B,5,9
PI468408A,5,9
PI468408B,5,9
PI468408C,5,9
PI470227A,5,9
PI470227B,5,9
PI475783A,5,9
PI475783B,5,9
PI475811A,5,9
PI475811B,5,9
PI475812A,5,9
PI475812B,5,9
PI475813A,5,9
PI475813B,5,9
PI475822B,5,9
PI475822C,5,9
PI475824A,5,9
PI475824B,5,9
PI475829A,5,9
PI476352A,5,9
PI476352B,5,9
PI476352C,5,9
PI479718B,5,9
PI479724A,5,9
PI479724B,5,9
PI479725A,5,9
PI479725B,5,9
PI483082A,5,9
PI483082B,5,9
PI486354A,5,9
PI486354B,5,9
PI495017A,5,9
PI495017B,5,9
PI495017C,5,9
PI506575A,5,9
PI506575B,5,9
PI506581A,5,9
PI506581B,5,9
PI506581C,5,9
PI506590A,5,9
PI506590B,5,9
PI506590C,5,9
PI506590D,5,9
PI506590E,5,9
PI506595A,2,9
PI506595B,5,9
PI506711A,5,9
PI506711B,5,9
PI506733A,5,9
PI506762A,5,9
PI506762B,5,9
PI506800A,5,9
PI506800B,5,9
PI506801A,5,9
PI506801B,5,9
PI506838A,5,9
PI506838B,5,9
PI506840A,5,9
PI506840B,5,9
PI506864A,5,9
PI506864B,5,9
PI507062A,5,9
PI507062B,5,9
PI507071A,5,9
PI507071B,5,9
PI507082A,2,9
PI507082B,5,9
PI507082C,5,9
PI507089A,5,9
PI507089B,5,9
PI507095A,5,9
PI507132A,5,9
PI507132B,5,9
PI507167A,5,9
PI507167B,5,9
PI507184A,5,9
PI507184B,5,9
PI507189A,5,9
PI507189B,5,9
PI507197A,5,9
PI507197B,5,9
PI507226A,5,9
PI507226B,5,9
PI507286A,5,9
PI507286B,5,9
PI507286C,5,9
PI507293A,5,9
PI507293B,5,9
PI507294A,5,9
PI507294B,5,9
PI507320A,5,9
PI507320B,5,9
PI507406A,5,9
PI507406B,5,9
PI507441A,5,9
PI507441B,5,9
PI507442A,5,9
PI507442B,5,9
PI507681B,5,9
PI507692A,5,9
PI507692B,5,9
PI507696A,5,9
PI507696C,5,9
PI507718A,5,9
PI507718B,5,9
PI508296A,5,9
PI508296B,2,9
PI508296C,5,9
PI508296D,5,9
PI508296E,5,9
PI508296F,5,9
PI508296G,5,9
PI508296H,5,9
PI512322D,5,9
PI518718A,5,9
PI518718B,5,9
PI532441B,5,9
PI532444B,5,9
PI532455A,5,9
PI532455B,5,9
PI532460A,5,9
PI532460B,5,9
PI532462A,5,9
PI532462B,5,9
PI532463A,5,9
PI532463B,5,9
PI532466A,5,9
PI532466B,5,9
PI536547A,5,9
PI536547B,5,9
PI536547C,5,9
PI538385A,5,9
PI538385B,5,9
PI538386A,5,9
PI538386B,5,9
PI538401A,5,9
PI538401B,5,9
PI549021A,5,9
PI549027A,5,9
PI549030A,5,9
PI549030B,5,9
PI549041A,5,9
PI549041B,5,9
PI549042A,5,9
PI549042B,5,9
PI549045A,5,9
PI561233B,5,9
PI561233C,5,9
PI561287A,5,9
PI561292A,5,9
PI561292B,5,9
PI561300A,5,9
PI561300B,5,9
PI561309A,5,9
PI561309B,5,9
PI561311A,5,9
PI561311B,5,9
PI561314A,5,9
PI561314B,5,9
PI561319A,5,9
PI561319B,5,9
PI561327B,5,9
PI561327C,5,9
PI561327D,5,9
PI561330A,5,9
PI561330B,5,9
PI561338A,5,9
PI561338B,5,9
PI561350A,5,9
PI561350B,5,9
PI567155C,5,9
PI567159B,5,9
PI567170A,5,9
PI567170B,5,9
PI567174C,5,9
PI567175D,5,9
PI567201A,5,9
PI567201B,5,9
PI567201C,5,9
PI567201D,5,9
PI567215C,5,9
PI567217C,5,9
PI567250B,5,9
PI567255B,5,9
PI567261B,5,9
PI567261C,5,9
PI567261D,5,9
PI567261E,5,9
PI567262A,5,9
PI567262B,5,9
PI567262C,5,9
PI567262D,5,9
PI567262E,5,9
PI567264A,5,9
PI567264B,5,9
PI567264C,5,9
PI567264D,5,9
PI567266A,5,9
PI567266B,5,9
PI567266C,5,9
PI567266D,5,9
PI567267A,5,9
PI567267B,5,9
PI567270A,5,9
PI567272A,5,9
PI567272B,5,9
PI567273A,5,9
PI567273B,5,9
PI567279A,5,9
PI567279B,5,9
PI567281A,5,9
PI567281B,5,9
PI572265D,5,9
PI574476A,5,9
PI574476B,5,9
PI574478B,5,9
PI574478C,5,9
PI574479A,5,9
PI574479B,5,9
PI574480A,5,9
PI574480B,5,9
PI578380B,5,9
PI578392B,5,9
PI578401D,5,9
PI578409B,5,9
PI578419A,5,9
PI578419B,5,9
PI578473A,5,9
PI578473B,5,9
PI578477A,5,9
PI578477B,5,9
PI578477C,5,9
PI578478A,5,9
PI578494A,5,9
PI578494B,5,9
PI578497A,5,9
PI578497B,5,9
PI578498A,5,9
PI578499A,5,9
PI578499B,5,9
PI578499C,5,9
PI588050A,5,9
PI588052A,5,9
PI588052B,5,9
PI592956A,5,9
PI592956B,5,9
PI592956C,5,9
PI593949B,5,9
PI593956B,5,9
PI593956C,5,9
PI593956D,5,9
PI593956E,5,9
PI594227A,5,9
PI594227B,5,9
PI594233A,5,9
PI594233B,5,9
PI594252A,5,9
PI594252B,5,9
PI594268A,5,9
PI594268B,5,9
PI594280A,5,9
PI594280B,5,9
PI594280C,5,9
PI594280D,5,9
PI594280E,5,9
PI594304B,5,9
PI594899A,5,9
PI594899B,5,9
PI594900A,5,9
PI594900B,5,9
PI597411B,5,9
PI597475A,5,9
PI597475B,5,9
PI597478A,5,9
PI597478B,5,9
PI597480A,5,9
PI597480B,5,9
PI602500A,5,9
PI602500B,5,9
PI602502A,5,9
PI602502B,5,9
PI603165A,5,9
PI603165B,5,9
PI603174A,5,9
PI603174B,5,9
PI603176A,5,9
PI603335B,5,9
PI603348C,5,9
PI603358A,5,9
PI603358B,5,9
PI603363A,5,9
PI603363B,5,9
PI603381A,5,9
PI603381B,5,9
PI603381C,5,9
PI603382B,5,9
PI603390A,5,9
PI603398A,5,9
PI603398B,5,9
PI603405A,5,9
PI603405B,5,9
PI603412A,5,9
PI603412B,5,9
PI603418A,5,9
PI603418B,5,9
PI603418C,5,9
PI603418D,5,9
PI603419A,5,9
PI603419B,5,9
PI603419C,5,9
PI603421A,5,9
PI603421B,5,9
PI603422A,5,9
PI603422B,5,9
PI603423A,5,9
PI603423B,5,9
PI603426G,5,9
PI603427C,5,9
PI603428B,5,9
PI603428C,5,9
PI603428D,5,9
PI603429D,5,9
PI603430A,5,9
PI603433A,5,9
PI603433B,5,9
PI603436A,5,9
PI603436B,5,9
PI603438C,5,9
PI603438D,5,9
PI603438E,5,9
PI603443C,5,9
PI603444A,5,9
PI603444C,5,9
PI603445B,5,9
PI603451A,5,9
PI603451B,5,9
PI603455A,5,9
PI603455B,5,9
PI603457A,5,9
PI603457B,5,9
PI603457C,5,9
PI603458A,5,9
PI603458B,5,9
PI603465B,5,9
PI603465C,5,9
PI603465D,5,9
PI603466A,5,9
PI603466B,5,9
PI603472A,5,9
PI603472B,5,9
PI603477A,5,9
PI603477B,5,9
PI603487A,5,9
PI603487B,5,9
PI603487C,5,9
PI603495A,5,9
PI603496A,5,9
PI603496B,5,9
PI603498A,5,9
PI603502A,5,9
PI603502B,5,9
PI603502C,5,9
PI603502D,5,9
PI603511A,5,9
PI603511B,5,9
PI603527A,5,9
PI603531A,5,9
PI603531B,5,9
PI603541A,5,9
PI603541B,5,9
PI603543A,5,9
PI603543B,5,9
PI603543C,5,9
PI603544A,5,9
PI603545A,5,9
PI603545B,5,9
PI603546B,5,9
PI603548A,5,9
PI603548B,5,9
PI603551A,5,9
PI603551B,5,9
PI603551C,5,9
PI603554A,5,9
PI603554B,5,9
PI603562A,5,9
PI603562B,5,9
PI603563A,5,9
PI603563B,5,9
PI603564A,5,9
PI603564B,5,9
PI603564C,5,9
PI603567A,5,9
PI603567B,5,9
PI603569A,5,9
PI603569B,5,9
PI603570A,5,9
PI603570B,5,9
PI603570C,5,9
PI603571A,5,9
PI603571B,5,9
PI603571C,5,9
PI603573A,5,9
PI603576A,5,9
PI603585A,5,9
PI603585B,5,9
PI603587B,5,9
PI603587C,5,9
PI603598A,5,9
PI603599A,5,9
PI603599B,5,9
PI603611A,5,9
PI603614A,5,9
PI603615A,5,9
PI603661A,5,9
PI603662A,5,9
PI603662B,5,9
PI603667A,5,9
PI603667B,5,9
PI603668A,5,9
PI603672A,5,9
PI603673A,5,9
PI603673C,5,9
PI603673D,5,9
PI603678A,5,9
PI603678B,5,9
PI603687A,5,9
PI603687B,5,9
PI603694A,5,9
PI603694B,5,9
PI603704B,5,9
PI603705A,5,9
PI603706A,2,9
PI603711A,5,9
PI603718A,5,9
PI603718B,5,9
PI603719A,5,9
PI603719B,5,9
PI603719C,5,9
PI603724A,5,9
PI603724C,5,9
PI603735A,5,9
PI603735B,5,9
PI603742A,5,9
PI603742B,5,9
PI603742D,5,9
PI603743A,5,9
PI603743B,5,9
PI603750B,5,9
PI603751A,5,9
PI603751B,5,9
PI603753A,5,9
PI603753B,2,9
PI603755A,5,9
PI603755B,5,9
PI603755C,5,9
PI603755D,5,9
PI603755E,5,9
PI603757A,5,9
PI603757B,5,9
PI603757C,5,9
PI603759A,5,9
PI603764B,5,9
PI603909A,5,9
PI603909B,5,9
PI603909C,5,9
PI603910A,5,9
PI603910B,5,9
PI603911B,5,9
PI603911C,5,9
PI603913A,5,9
PI603913B,5,9
PI603913C,5,9
PI603915C,5,9
PI603915D,5,9
PI603915E,5,9
FC003654-1,5,10
FC019976-1,5,10
FC019976-2,5,10
FC019979-1,2,10
FC019979-2,5,10
FC019979-3,5,10
FC019979-4,2,10
FC019979-5,5,10
FC019979-6,5,10
FC019979-7,5,10
FC031572-3,5,10
PI054606-1,5,10
PI054606-2,5,10
PI054608-1,5,10
PI054608-2,5,10
PI054608-3,5,10
PI054608-4,5,10
PI054608-5,5,10
PI054610-1,5,10
PI054610-4,5,10
PI054615-2,5,10
PI054620-2,5,10
PI055089-1,5,10
PI060269-2,5,10
PI060296-1,5,10
PI060296-2,5,10
PI062202-2,5,10
PI068457-1,5,10
PI068461-1,5,10
PI068465-1,5,10
PI068475-1,5,10
PI068479-1,5,10
PI068484-1,5,10
PI068484-4,5,10
PI068521-1,5,10
PI068530-2,5,10
PI068533-1,5,10
PI068533-2,5,10
PI068551-2,5,10
PI068604-1,5,10
PI068670-1,5,10
PI068670-2,5,10
PI068679-2,5,10
PI068680-2,5,10
PI068692-2,5,10
PI068732-1,5,10
PI068748-1,5,10
PI068761-3,5,10
PI069507-1,5,10
PI070242-2,5,10
PI070466-3,5,10
PI070466-4,5,10
PI070469-1,5,10
PI071850-1,2,10
PI079691-4,5,10
PI079732-3,5,10
PI079732-4,5,10
PI079825-1,5,10
PI079848-1,5,10
PI079862-1,5,10
PI079870-2,5,10
PI079870-4,5,10
PI079870-6,5,10
PI079874-1,5,10
PI080466-1,5,10
PI080466-2,5,10
PI080471-1,5,10
PI080488-1,5,10
PI080498-1,5,10
PI080828-1,5,10
PI080828-2,5,10
PI080834-1,5,10
PI080834-2,5,10
PI080844-2,5,10
PI080844-3,5,10
PI080845-1,5,10
PI080845-2,5,10
PI080847-1,5,10
PI080847-2,5,10
PI081029-1,5,10
PI081030-1,5,10
PI081031-1,5,10
PI081031-2,5,10
PI081034-1,5,10
PI081034-2,5,10
PI081037-1,5,10
PI081037-2,5,10
PI081037-3,5,10
PI081037-5,5,10
PI081041-1,5,10
PI081042-1,5,10
PI081042-2,5,10
PI081044-1,5,10
PI081044-2,5,10
PI082246-1,5,10
PI082263-1,5,10
PI082263-2,5,10
PI082263-3,5,10
PI083945-1,5,10
PI083945-4,5,10
PI084646-2,5,10
PI084666-1,5,10
PI084668-1,5,10
PI084673-1,5,10
PI084908-1,5,10
PI084908-2,5,10
PI084946-1,5,10
PI084957-1,5,10
PI084976-1,5,10
PI085009-1,5,10
PI085009-2,5,10
PI085420-1,5,10
PI086026-1,5,10
PI086078-1,5,10
PI086091-1,5,10
PI086112-1,5,10
PI086134-1,5,10
PI086134-2,5,10
PI086134-3,5,10
PI086134-4,5,10
PI086137-1,5,10
PI086449-0,5,10
PI086449-2,5,10
PI086457-1,5,10
PI086482-1,5,10
PI086490-2,5,10
PI086490-3,5,10
PI086490-4,5,10
PI086878-2,5,10
PI086903-3,5,10
PI086903-4,5,10
PI086904-1,5,10
PI086972-2,5,10
PI087465-1,5,10
PI087465-2,5,10
PI087600-1,5,10
PI087600-2,5,10
PI087619-1,5,10
PI087620-1,5,10
PI087631-1,5,10
PI087631-3,5,10
PI088294-1,5,10
PI088295-1,5,10
PI088302-1,5,10
PI088302-2,5,10
PI088303-1,5,10
PI088306-1,5,10
PI088447-3,5,10
PI088466-1,5,10
PI088490-1,5,10
PI088490-2,5,10
PI088803-1,5,10
PI088805-4,5,10
PI088998-1,5,10
PI088998-2,5,10
PI089002-2,5,10
PI089003-1,5,10
PI089003-2,5,10
PI089005-4,5,10
PI089005-5,5,10
PI089006-2,5,10
PI089009-2,5,10
PI089012-1,5,10
PI089055-1,5,10
PI089056-2,5,10
PI089061-2,5,10
PI089061-3,5,10
PI089065-2,5,10
PI089154-1,5,10
PI089154-2,5,10
PI090406-1,5,10
PI090479-1,5,10
PI090490-2,5,10
PI090499-1,5,10
PI090499-2,5,10
PI090566-1,5,10
PI090567-1,5,10
PI090576-1,5,10
PI090576-2,5,10
PI091100-1,5,10
PI091100-2,5,10
PI091100-3,5,10
PI091100-4,5,10
PI091108-1,5,10
PI091108-2,5,10
PI091120-2,5,10
PI091120-3,5,10
PI091121-1,5,10
PI091121-2,5,10
PI091132-2,5,10
PI091132-3,5,10
PI091153-1,5,10
PI091153-7,5,10
PI091159-4,5,10
PI091178-1,5,10
PI091725-2,5,10
PI091725-3,5,10
PI091725-4,5,10
PI091730-1,5,10
PI091731-1,5,10
PI091733-1,5,10
PI092601-1,5,10
PI092601-2,5,10
PI092601-5,5,10
PI092688-2,5,10
PI092707-2,5,10
PI092718-2,5,10
PI094159-3,5,10
PI096194-3,5,10
PI096786-1,5,10
PI407937-1,5,10
PI407946-2,5,10
PI408004-1,5,10
PI408010-1,5,10
PI408293-1,5,10
PI408311-1,5,10
