acid,SCN5,
PI437810,5,8
PI437811,5,8
PI437812,5,8
PI437813,5,8
PI437815,5,8
PI437816,5,8
PI437817,5,8
PI437819,5,8
PI437820,5,8
PI437821,5,8
PI437822,5,8
PI437823,5,8
PI437824,5,8
PI437825,5,8
PI437826,5,8
PI437827,5,8
PI437828,5,8
PI437829,5,8
PI437830,5,8
PI437831,5,8
PI437832,5,8
PI437833,5,8
PI437835,5,8
PI437836,5,8
PI437838,5,8
PI437841,5,8
PI437842,5,8
PI437846,2,8
PI437849,5,8
PI437850,5,8
PI437852,5,8
PI437854,5,8
PI437855,5,8
PI437858,5,8
PI437859,5,8
PI437861,5,8
PI437862,5,8
PI437865,5,8
PI437866,5,8
PI437868,5,8
PI437869,4,8
PI437870,5,8
PI437871,5,8
PI437872,5,8
PI437873,5,8
PI437874,5,8
PI437876,5,8
PI437879,5,8
PI437880,5,8
PI437881,5,8
PI437883,5,8
PI437884,5,8
PI437885,4,8
PI437889,5,8
PI437891,5,8
PI437892,5,8
PI437893,4,8
PI437894,5,8
PI437896,5,8
PI437897,5,8
PI437898,5,8
PI437899,5,8
PI437900,5,8
PI437901,5,8
PI437903,5,8
PI437904,5,8
PI437905,4,8
PI437906,5,8
PI437907,5,8
PI437908,5,8
PI437911,5,8
PI437912,5,8
PI437913,5,8
PI437914,5,8
PI437916,5,8
PI437917,5,8
PI437918,5,8
PI437919,5,8
PI437921,5,8
PI437922,5,8
PI437923,4,8
PI437924,5,8
PI437926,5,8
PI437927,5,8
PI437928,5,8
PI437929,4,8
PI437930,4,8
PI437931,5,8
PI437932,5,8
PI437935,5,8
PI437936,5,8
PI437937,5,8
PI437938,5,8
PI437939,4,8
PI437940,4,8
PI437941,5,8
PI437942,5,8
PI437943,5,8
PI437944,5,8
PI437947,5,8
PI437948,5,8
PI437949,4,8
PI437950,5,8
PI437951,5,8
PI437952,5,8
PI437954,5,8
PI437958,5,8
PI437959,5,8
PI437960,4,8
PI437961,5,8
PI437962,4,8
PI437963,5,8
PI437965,5,8
PI437966,5,8
PI437967,5,8
PI437968,5,8
PI437969,5,8
PI437970,5,8
PI437971,5,8
PI437972,5,8
PI437973,5,8
PI437976,5,8
PI437977,5,8
PI437978,5,8
PI437979,5,8
PI437980,5,8
PI437981,5,8
PI437982,5,8
PI437983,5,8
PI437984,5,8
PI437986,5,8
PI437987,5,8
PI437988,5,8
PI437989,5,8
PI437990,5,8
PI437992,4,8
PI437993,5,8
PI437994,5,8
PI437997,5,8
PI437998,5,8
PI437999,5,8
PI438000,5,8
PI438001,5,8
PI438002,5,8
PI438003,5,8
PI438005,5,8
PI438006,5,8
PI438007,4,8
PI438008,5,8
PI438009,5,8
PI438010,5,8
PI438011,5,8
PI438012,5,8
PI438013,5,8
PI438014,5,8
PI438015,5,8
PI438017,5,8
PI438018,5,8
PI438020,5,8
PI438021,5,8
PI438022,5,8
PI438023,5,8
PI438024,5,8
PI438025,5,8
PI438026,5,8
PI438028,5,8
PI438029,4,8
PI438030,5,8
PI438031,5,8
PI438032,4,8
PI438033,5,8
PI438034,5,8
PI438035,5,8
PI438036,5,8
PI438037,5,8
PI438038,5,8
PI438039,5,8
PI438040,5,8
PI438041,5,8
PI438042,5,8
PI438043,5,8
PI438044,5,8
PI438045,5,8
PI438046,5,8
PI438047,5,8
PI438049,5,8
PI438052,5,8
PI438053,5,8
PI438054,5,8
PI438056,5,8
PI438057,5,8
PI438058,5,8
PI438059,5,8
PI438060,5,8
PI438061,5,8
PI438062,5,8
PI438063,5,8
PI438064,5,8
PI438065,5,8
PI438066,5,8
PI438067,5,8
PI438068,5,8
PI438070,5,8
PI438071,5,8
PI438072,5,8
PI438073,5,8
PI438074,5,8
PI438075,5,8
PI438076,5,8
PI438077,5,8
PI438078,5,8
PI438079,5,8
PI438080,5,8
PI438081,5,8
PI438082,5,8
PI438083,5,8
PI438084,5,8
PI438085,5,8
PI438086,5,8
PI438087,5,8
PI438088,5,8
PI438089,5,8
PI438090,5,8
PI438091,5,8
PI438092,5,8
PI438093,5,8
PI438095,5,8
PI438096,5,8
PI438097,5,8
PI438098,5,8
PI438099,5,8
PI438100,5,8
PI438101,5,8
PI438102,5,8
PI438103,5,8
PI438104,5,8
PI438106,5,8
PI438107,4,8
PI438108,5,8
PI438110,4,8
PI438113,5,8
PI438114,5,8
PI438115,4,8
PI438116,5,8
PI438117,5,8
PI438118,5,8
PI438119,5,8
PI438120,5,8
PI438121,4,8
PI438122,5,8
PI438125,5,8
PI438126,4,8
PI438127,5,8
PI438129,5,8
PI438130,5,8
PI438131,5,8
PI438132,4,8
PI438134,4,8
PI438135,4,8
PI438136,4,8
PI438139,5,8
PI438140,5,8
PI438142,5,8
PI438143,4,8
PI438144,4,8
PI438145,5,8
PI438146,5,8
PI438147,4,8
PI438148,4,8
PI438149,4,8
PI438150,5,8
PI438151,4,8
PI438152,5,8
PI438153,5,8
PI438154,4,8
PI438155,5,8
PI438156,5,8
PI438157,5,8
PI438159,4,8
PI438161,4,8
PI438162,4,8
PI438163,5,8
PI438165,4,8
PI438167,5,8
PI438168,5,8
PI438169,5,8
PI438170,5,8
PI438171,5,8
PI438172,5,8
PI438173,5,8
PI438174,5,8
PI438175,5,8
PI438176,5,8
PI438177,5,8
PI438178,5,8
PI438179,5,8
PI438180,5,8
PI438182,5,8
PI438183,5,8
PI438184,5,8
PI438185,5,8
PI438186,5,8
PI438187,5,8
PI438188,5,8
PI438189,5,8
PI438190,5,8
PI438191,5,8
PI438192,4,8
PI438193,5,8
PI438194,5,8
PI438195,5,8
PI438196,5,8
PI438197,5,8
PI438198,5,8
PI438199,5,8
PI438200,5,8
PI438201,4,8
PI438202,5,8
PI438203,5,8
PI438204,5,8
PI438205,5,8
PI438206,5,8
PI438208,4,8
PI438209,5,8
PI438210,5,8
PI438213,5,8
PI438214,5,8
PI438215,5,8
PI438216,5,8
PI438217,5,8
PI438218,5,8
PI438219,4,8
PI438220,5,8
PI438221,5,8
PI438222,5,8
PI438223,5,8
PI438224,5,8
PI438225,5,8
PI438226,5,8
PI438227,5,8
PI438228,5,8
PI438229,5,8
PI438231,5,8
PI438232,5,8
PI438235,5,8
PI438236,5,8
PI438237,5,8
PI438240,4,8
PI438241,5,8
PI438242,5,8
PI438243,5,8
PI438244,5,8
PI438245,5,8
PI438246,5,8
PI438247,5,8
PI438248,5,8
PI438251,5,8
PI438253,5,8
PI438255,5,8
PI438258,4,8
PI438260,5,8
PI438261,5,8
PI438262,5,8
PI438263,5,8
PI438264,5,8
PI438265,5,8
PI438267,5,8
PI438268,5,8
PI438269,5,8
PI438270,5,8
PI438272,5,8
PI438273,5,8
PI438274,5,8
PI438276,5,8
PI438277,5,8
PI438278,5,8
PI438279,5,8
PI438280,5,8
PI438281,5,8
PI438284,5,8
PI438285,5,8
PI438286,5,8
PI438287,5,8
PI438289,5,8
PI438290,5,8
PI438291,5,8
PI438292,5,8
PI438293,5,8
PI438294,5,8
PI438295,5,8
PI438296,5,8
PI438297,5,8
PI438298,5,8
PI438299,5,8
PI438300,5,8
PI438301,5,8
PI438303,5,8
PI438305,5,8
PI438306,5,8
PI438307,5,8
PI438309,5,8
PI438310,5,8
PI438311,5,8
PI438312,5,8
PI438313,5,8
PI438314,5,8
PI438315,5,8
PI438316,5,8
PI438317,5,8
PI438318,5,8
PI438321,5,8
PI438322,5,8
PI438323,5,8
PI438324,5,8
PI438325,5,8
PI438326,5,8
PI438327,5,8
PI438329,5,8
PI438332,5,8
PI438333,5,8
PI438335,5,8
PI438336,5,8
PI438337,5,8
PI438338,5,8
PI438341,5,8
PI438342,1,8
PI438343,5,8
PI438344,5,8
PI438345,5,8
PI438346,5,8
PI438347,5,8
PI438349,5,8
PI438351,5,8
PI438352,5,8
PI438353,5,8
PI438355,5,8
PI438356,5,8
PI438359,5,8
PI438361,5,8
PI438363,5,8
PI438364,5,8
PI438365,5,8
PI438366,5,8
PI438367,5,8
PI438368,5,8
PI438370,5,8
PI438371,5,8
PI438372,5,8
PI438373,5,8
PI438374,5,8
PI438376,5,8
PI438377,5,8
PI438378,5,8
PI438379,5,8
PI438380,5,8
PI438381,5,8
PI438382,5,8
PI438383,5,8
PI438384,5,8
PI438385,5,8
PI438387,5,8
PI438389,5,8
PI438390,5,8
PI438391,5,8
PI438392,5,8
PI438393,5,8
PI438394,5,8
PI438395,5,8
PI438396,5,8
PI438397,5,8
PI438398,5,8
PI438399,5,8
PI438400,5,8
PI438401,5,8
PI438402,5,8
PI438403,5,8
PI438404,5,8
PI438405,5,8
PI438406,5,8
PI438407,5,8
PI438409,5,8
PI438410,5,8
PI438411,5,8
PI438412,5,8
PI438413,5,8
PI438414,5,8
PI438415,5,8
PI438416,5,8
PI438417,5,8
PI438418,5,8
PI438420,5,8
PI438421,5,8
PI438423,4,8
PI438425,5,8
PI438426,5,8
PI438427,5,8
PI438428,5,8
PI438430,5,8
PI438431,5,8
PI438432,4,8
PI438433,4,8
PI438434,5,8
PI438437,5,8
PI438438,5,8
PI438439,5,8
PI438441,5,8
PI438443,5,8
PI438444,4,8
PI438445,5,8
PI438447,5,8
PI438448,5,8
PI438449,5,8
PI438450,5,8
PI438452,5,8
PI438453,5,8
PI438454,5,8
PI438455,5,8
PI438456,5,8
PI438457,5,8
PI438458,5,8
PI438459,5,8
PI438460,5,8
PI438461,5,8
PI438462,5,8
PI438463,5,8
PI438464,5,8
PI438465,5,8
PI438466,5,8
PI438467,5,8
PI438468,4,8
PI438469,4,8
PI438470,4,8
PI438471,5,8
PI438472,5,8
PI438473,5,8
PI438474,5,8
PI438476,5,8
PI438477,5,8
PI438478,5,8
PI438479,5,8
PI438480,5,8
PI438481,5,8
PI438482,5,8
PI438483,5,8
PI438484,5,8
PI438485,4,8
PI438486,5,8
PI438487,5,8
PI438488,5,8
PI438491,1,8
PI438492,5,8
PI438493,5,8
PI438494,5,8
PI438495,5,8
PI438497,4,8
PI438498,4,8
PI438499,5,8
PI438500,5,8
PI438501,5,8
PI438502,5,8
PI438505,5,8
PI438506,4,8
PI438508,5,8
PI438510,5,8
PI438511,5,8
PI438513,5,8
PI441352,4,8
PI441353,5,8
PI441355,5,8
PI441358,5,8
PI441359,5,8
PI441378,5,8
PI441380,5,8
PI441381,5,8
PI442004,5,8
PI442005,5,8
PI442006,5,8
PI442008,5,8
PI442010,5,8
PI442011,5,8
PI442013,5,8
PI442014,5,8
PI442016,5,8
PI442017,5,8
PI442018,5,8
PI442019,5,8
PI442020,2,8
PI442022,4,8
PI442023,4,8
PI442024,5,8
PI442025,5,8
PI442026,5,8
PI442027,5,8
PI442029,4,8
PI442030,4,8
PI442031,5,8
PI442032,5,8
PI442033,4,8
PI442034,5,8
PI442035,5,8
PI442036,5,8
PI442037,5,8
PI442040,5,8
PI442041,5,8
PI442042,5,8
PI442043,5,8
PI442044,5,8
PI442045,5,8
PI445681,5,8
PI445683,5,8
PI445786,5,8
PI445787,4,8
PI445788,5,8
PI445789,5,8
PI445790,4,8
PI445791,4,8
PI445792,5,8
PI445793,5,8
PI445795,5,8
PI445796,5,8
PI445797,5,8
PI445798,5,8
PI445799,5,8
PI445800,5,8
PI445802,5,8
PI445803,5,8
PI445804,5,8
PI445805,5,8
PI445806,5,8
PI445809,5,8
PI445811,5,8
PI445812,5,8
PI445813,5,8
PI445814,5,8
PI445815,5,8
PI445817,5,8
PI445819,5,8
PI445821,5,8
PI445822,5,8
PI445823,5,8
PI445825,5,8
PI445826,5,8
PI445828,5,8
PI445830,5,8
PI445831,5,8
PI445832,5,8
PI445833,5,8
PI445834,5,8
PI445835,5,8
PI445836,5,8
PI445837,5,8
PI445842,5,8
PI445843,5,8
PI445844,5,8
PI445845,5,8
PI445849,5,8
PI446893,5,8
PI449457,5,8
PI449459,5,8
PI452432,5,8
PI452433,5,8
PI458018,5,8
PI458019,5,8
PI458020,5,8
PI458021,5,8
PI458022,5,8
PI458023,5,8
PI458025,5,8
PI458026,5,8
PI458027,5,8
PI458028,5,8
PI458029,5,8
PI458030,4,8
PI458031,5,8
PI458032,5,8
PI458033,5,8
PI458034,5,8
PI458035,5,8
PI458036,5,8
PI458037,5,8
PI458038,5,8
PI458039,5,8
PI458040,4,8
PI458041,5,8
PI458042,5,8
PI458043,5,8
PI458044,5,8
PI458046,5,8
PI458047,5,8
PI458048,5,8
PI458049,5,8
PI458050,5,8
PI458052,5,8
PI458054,5,8
PI458055,5,8
PI458056,5,8
PI458057,5,8
PI458058,5,8
PI458059,5,8
PI458063,5,8
PI458064,5,8
PI458066,5,8
PI458068,5,8
PI458069,5,8
PI458071,5,8
PI458073,5,8
PI458075,4,8
PI458076,5,8
PI458077,4,8
PI458078,4,8
PI458079,5,8
PI458080,5,8
PI458081,5,8
PI458082,5,8
PI458083,5,8
PI458084,5,8
PI458086,5,8
PI458087,5,8
PI458088,5,8
PI458089,4,8
PI458091,5,8
PI458092,5,8
PI458093,5,8
PI458094,5,8
PI458095,5,8
PI458096,5,8
PI458097,5,8
PI458098,5,8
PI458099,5,8
PI458100,5,8
PI458101,5,8
PI458102,5,8
PI458103,5,8
PI458104,5,8
PI458105,5,8
PI458106,5,8
PI458107,5,8
PI458108,5,8
PI458109,5,8
PI458110,5,8
PI458111,5,8
PI458113,5,8
PI458114,5,8
PI458115,5,8
PI458116,5,8
PI458117,5,8
PI458118,5,8
PI458119,5,8
PI458120,5,8
PI458121,5,8
PI458122,5,8
PI458124,5,8
PI458125,5,8
PI458126,5,8
PI458127,5,8
PI458128,5,8
PI458129,5,8
PI458130,5,8
PI458131,5,8
PI458132,5,8
PI458134,5,8
PI458135,5,8
PI458136,5,8
PI458137,5,8
PI458138,4,8
PI458139,5,8
PI458140,5,8
PI458141,5,8
PI458142,5,8
PI458143,5,8
PI458144,5,8
PI458145,5,8
PI458146,5,8
PI458147,5,8
PI458148,5,8
PI458149,5,8
PI458151,5,8
PI458152,5,8
PI458153,5,8
PI458154,5,8
PI458155,5,8
PI458156,5,8
PI458157,5,8
PI458158,5,8
PI458159,5,8
PI458160,5,8
PI458161,5,8
PI458162,5,8
PI458163,5,8
PI458164,5,8
PI458165,5,8
PI458166,5,8
PI458167,5,8
PI458168,4,8
PI458170,5,8
PI458173,5,8
PI458174,5,8
PI458176,5,8
PI458177,5,8
PI458178,5,8
PI458179,5,8
PI458180,5,8
PI458181,5,8
PI458182,5,8
PI458183,5,8
PI458184,5,8
PI458185,5,8
PI458186,5,8
PI458187,5,8
PI458188,5,8
PI458190,5,8
PI458191,5,8
PI458192,5,8
PI458193,5,8
PI458194,5,8
PI458195,5,8
PI458196,5,8
PI458197,5,8
PI458198,4,8
PI458199,2,8
PI458200,5,8
PI458201,5,8
PI458204,5,8
PI458205,5,8
PI458206,5,8
PI458207,5,8
PI458208,5,8
PI458209,5,8
PI458210,5,8
PI458211,5,8
PI458212,5,8
PI458213,5,8
PI458214,5,8
PI458215,5,8
PI458216,5,8
PI458217,5,8
PI458218,5,8
PI458219,5,8
PI458220,5,8
PI458221,5,8
PI458222,5,8
PI458223,4,8
PI458224,5,8
PI458225,5,8
PI458226,5,8
PI458227,5,8
PI458228,4,8
PI458229,5,8
PI458231,5,8
PI458232,5,8
PI458233,5,8
PI458234,5,8
PI458235,5,8
PI458237,5,8
PI458238,5,8
PI458239,5,8
PI458240,5,8
PI458241,5,8
PI458242,5,8
PI458243,5,8
PI458245,5,8
PI458247,5,8
PI458248,5,8
PI458249,5,8
PI458250,5,8
PI458251,5,8
PI458252,5,8
PI458253,5,8
PI458254,5,8
PI458255,5,8
PI458256,5,8
PI458257,5,8
PI458258,5,8
PI458259,5,8
PI458260,5,8
PI458261,5,8
PI458262,5,8
PI458263,5,8
PI458264,5,8
PI458265,5,8
PI458266,5,8
PI458267,5,8
PI458268,5,8
PI458269,4,8
PI458270,5,8
PI458271,5,8
PI458272,5,8
PI458273,5,8
PI458274,5,8
PI458275,5,8
PI458276,5,8
PI458277,5,8
PI458279,5,8
PI458280,5,8
PI458282,5,8
PI458283,5,8
PI458284,5,8
PI458285,5,8
PI458286,5,8
PI458287,5,8
PI458288,5,8
PI458289,5,8
PI458290,5,8
PI458291,5,8
PI458292,5,8
PI458293,5,8
PI458294,5,8
PI458295,5,8
PI458296,5,8
PI458297,5,8
PI458298,5,8
PI458299,5,8
PI458300,5,8
PI458301,5,8
PI458302,5,8
PI458303,5,8
PI458304,5,8
PI458305,5,8
PI458505,5,8
PI458506,5,8
PI458507,5,8
PI458509,5,8
PI458510,5,8
PI458511,5,8
PI458512,5,8
PI458515,5,8
PI458517,5,8
PI458520,1,8
PI458521,5,8
PI458522,5,8
PI458523,5,8
PI458525,4,8
PI458529,5,8
PI458531,5,8
PI458541,5,8
PI458546,5,8
PI458824,5,8
PI458827,5,8
PI458828,5,8
PI458829,5,8
PI459072,5,8
PI461419,5,8
PI461508,5,8
PI461509,2,8
PI462312,5,8
PI464865,5,8
PI464876,5,8
PI464877,5,8
PI464878,5,8
PI464879,5,8
PI464880,5,8
PI464881,5,8
PI464882,5,8
PI464883,5,8
PI464884,5,8
PI464886,5,8
PI464887,4,8
PI464893,5,8
PI464894,5,8
PI464895,5,8
PI464896,5,8
PI464897,5,8
PI464898,5,8
PI464899,5,8
PI464900,5,8
PI464901,5,8
PI464902,5,8
PI464904,5,8
PI464905,5,8
PI464909,5,8
PI464910,1,8
PI464911,4,8
PI464912,5,8
PI464913,5,8
PI464916,5,8
PI464917,4,8
PI464921,5,8
PI464922,5,8
PI464923,5,8
PI464924,5,8
PI464931,5,8
PI464932,5,8
PI464933,5,8
PI464940,5,8
PI464941,5,8
PI467307,5,8
PI467309,5,8
PI467310,2,8
PI467312,1,8
PI467313,5,8
PI467314,5,8
PI467315,5,8
PI467316,5,8
PI467317,5,8
PI467319,5,8
PI467320,5,8
PI467321,5,8
PI467324,5,8
PI467325,5,8
PI467326,5,8
PI467327,1,8
PI467328,5,8
PI467329,5,8
PI467330,5,8
PI467331,5,8
PI467332,2,8
PI467333,5,8
PI467336,5,8
PI467337,5,8
PI467338,5,8
PI467339,5,8
PI467340,5,8
PI467341,5,8
PI467342,5,8
PI467343,5,8
PI467344,5,8
PI467345,5,8
PI467346,5,8
PI467347,5,8
PI468130,5,8
PI468131,5,8
PI468376,5,8
PI468377,5,8
PI468378,5,8
PI468381,5,8
PI468382,5,8
PI468383,5,8
PI468384,5,8
PI468385,5,8
PI468903,1,8
PI468904,5,8
PI468906,5,8
PI468907,4,8
PI468908,4,8
PI468909,5,8
PI468910,5,8
PI468911,5,8
PI468912,5,8
PI468913,5,8
PI468914,5,8
PI468915,1,8
PI468919,4,8
PI468920,5,8
PI468921,5,8
PI468922,5,8
PI468923,4,8
PI468964,5,8
PI468965,5,8
PI468966,5,8
PI468967,5,8
PI468969,5,8
PI468970,5,8
PI468971,5,8
PI468972,5,8
PI468973,5,8
PI470221,5,8
PI470222,5,8
PI470223,5,8
PI470224,5,8
PI470225,5,8
PI470226,5,8
PI470929,5,8
PI470930,5,8
PI471899,5,8
PI471901,5,8
PI471903,5,8
PI471925,5,8
PI471926,5,8
PI471927,5,8
PI471928,5,8
PI471930,5,8
PI471931,5,8
PI471932,5,8
PI471933,5,8
PI471934,5,8
PI471935,5,8
PI471936,5,8
PI471938,5,8
PI471940,5,8
PI471941,5,8
PI471942,5,8
PI473572,5,8
PI473573,5,8
PI475784,5,8
PI475785,5,8
PI475810,2,8
PI475814,5,8
PI475815,5,8
PI475816,5,8
PI475817,5,8
PI475818,5,8
PI475819,5,8
PI475820,5,8
PI475821,5,8
PI475823,5,8
PI475825,5,8
PI475826,5,8
PI475827,5,8
PI475828,5,8
PI475830,5,8
PI475831,5,8
PI476344,5,8
PI476345,5,8
PI476347,5,8
PI476348,5,8
PI476349,5,8
PI476351,5,8
PI476878,5,8
PI476879,5,8
PI476880,5,8
PI476881,5,8
PI476882,5,8
PI476883,5,8
PI476884,5,8
PI476885,5,8
PI476887,5,8
PI476888,5,8
PI476889,5,8
PI476890,5,8
PI476891,5,8
PI476892,5,8
PI476894,5,8
PI476895,5,8
PI476896,5,8
PI476897,5,8
PI476898,5,8
PI476899,5,8
PI476900,5,8
PI476901,5,8
PI476904,5,8
PI476907,5,8
PI476908,5,8
PI476910,5,8
PI476911,5,8
PI476912,5,8
PI476913,5,8
PI476914,5,8
PI476915,5,8
PI476916,5,8
PI476917,5,8
PI476918,5,8
PI476919,5,8
PI476920,5,8
PI476921,5,8
PI476922,5,8
PI476923,5,8
PI476924,5,8
PI476925,5,8
PI476926,5,8
PI476927,5,8
PI476928,5,8
PI476929,5,8
PI476930,5,8
PI476931,5,8
PI476932,5,8
PI476933,5,8
PI476934,5,8
PI476936,5,8
PI476938,5,8
PI476939,5,8
PI476942,5,8
PI476943,4,8
PI479709,5,8
PI479710,5,8
PI479711,5,8
PI479712,5,8
PI479713,5,8
PI479714,5,8
PI479715,5,8
PI479716,5,8
PI479717,5,8
PI479719,5,8
PI479720,5,8
PI479721,5,8
PI479722,5,8
PI479723,5,8
PI479726,5,8
PI479727,4,8
PI479729,5,8
PI479730,5,8
PI479731,5,8
PI479732,5,8
PI479734,5,8
PI479735,5,8
PI479736,5,8
PI479737,5,8
PI479738,5,8
PI479740,5,8
PI479741,5,8
PI479742,5,8
PI479743,5,8
PI479757,5,8
PI479758,5,8
PI479759,5,8
PI479761,5,8
PI479762,5,8
PI481679,5,8
PI481683,5,8
PI481686,5,8
PI481690,5,8
PI481691,5,8
PI482602,5,8
PI483083,5,8
PI483084,5,8
PI483459,4,8
PI486328,5,8
PI486329,5,8
PI486330,5,8
PI486332,5,8
PI486335,4,8
PI486353,5,8
PI486355,5,8
PI490765,5,8
PI490766,5,8
PI490767,5,8
PI490768,5,8
PI490769,2,8
PI491548,5,8
PI491578,5,8
PI491579,5,8
PI494181,5,8
PI494182,1,8
PI494525,5,8
PI494526,5,8
PI494752,5,8
PI494851,5,8
PI495019,5,8
PI495020,5,8
PI495831,5,8
PI495832,5,8
PI497952,4,8
PI497955,4,8
PI497957,5,8
PI497958,5,8
PI497960,4,8
PI497961,5,8
PI497962,5,8
PI497965,5,8
PI497967,5,8
PI497968,5,8
PI499955,5,8
PI499957,5,8
PI500648,5,8
PI503333,5,8
PI503334,5,8
PI503335,5,8
PI503336,5,8
PI503337,5,8
PI503338,5,8
PI503340,5,8
PI504480,5,8
PI504481,5,8
PI504482,5,8
PI504484,5,8
PI504485,5,8
PI504486,5,8
PI504487,5,8
PI504488,5,8
PI504489,5,8
PI504490,5,8
PI504492,5,8
PI504493,5,8
PI504494,5,8
PI504495,5,8
PI504496,5,8
PI504497,5,8
PI504498,5,8
PI504499,5,8
PI504500,5,8
PI504501,5,8
PI504502,5,8
PI504503,5,8
PI504504,5,8
PI504506,5,8
PI504507,5,8
PI504508,5,8
PI504509,5,8
PI504812,5,8
PI506420,5,8
PI506471,5,8
PI506472,5,8
PI506473,5,8
PI506474,5,8
PI506475,5,8
PI506476,5,8
PI506477,5,8
PI506478,5,8
PI506479,5,8
PI506480,5,8
PI506481,5,8
PI506482,5,8
PI506483,5,8
PI506484,5,8
PI506485,5,8
PI506486,5,8
PI506487,5,8
PI506488,5,8
PI506489,5,8
PI506490,5,8
PI506491,5,8
PI506492,4,8
PI506493,5,8
PI506494,5,8
PI506495,5,8
PI506496,5,8
PI506497,5,8
PI506498,5,8
PI506499,5,8
PI506500,5,8
PI506501,5,8
PI506502,5,8
PI506503,5,8
PI506504,5,8
PI506505,5,8
PI506506,5,8
PI506507,5,8
PI506508,5,8
PI506509,5,8
PI506510,5,8
PI506511,5,8
PI506512,5,8
PI506513,5,8
PI506514,5,8
PI506515,5,8
PI506516,5,8
PI506517,5,8
PI506518,5,8
PI506519,5,8
PI506520,5,8
PI506521,5,8
PI506523,5,8
PI506524,5,8
PI506525,5,8
PI506526,5,8
PI506527,5,8
PI506528,5,8
PI506529,5,8
PI506530,5,8
PI506531,5,8
PI506532,5,8
PI506533,5,8
PI506534,5,8
PI506535,5,8
PI506536,5,8
PI506537,5,8
PI506538,5,8
PI506539,5,8
PI506540,5,8
PI506541,5,8
PI506542,5,8
PI506543,5,8
PI506544,5,8
PI506545,5,8
PI506546,5,8
PI506547,5,8
PI506548,5,8
PI506549,5,8
PI506551,5,8
PI506553,5,8
PI506554,4,8
PI506555,5,8
PI506556,5,8
PI506557,5,8
PI506558,5,8
PI506559,5,8
PI506560,5,8
PI506561,5,8
PI506562,5,8
PI506563,5,8
PI506564,5,8
PI506565,5,8
PI506566,5,8
PI506567,5,8
PI506568,5,8
PI506569,5,8
PI506570,5,8
PI506571,5,8
PI506572,5,8
PI506573,5,8
PI506574,5,8
PI506576,5,8
PI506577,5,8
PI506578,5,8
PI506579,5,8
PI506580,5,8
PI506582,5,8
PI506584,4,8
PI506586,5,8
PI506587,5,8
PI506588,5,8
PI506589,5,8
PI506592,5,8
PI506593,5,8
PI506594,5,8
PI506596,5,8
PI506597,5,8
PI506598,5,8
PI506599,5,8
PI506600,5,8
PI506601,5,8
PI506602,5,8
PI506603,5,8
PI506604,5,8
PI506605,5,8
PI506606,5,8
PI506607,5,8
PI506608,5,8
PI506609,5,8
PI506610,5,8
PI506611,5,8
PI506612,5,8
PI506613,5,8
PI506614,5,8
PI506615,5,8
PI506616,5,8
PI506617,5,8
PI506618,5,8
PI506619,5,8
PI506620,5,8
PI506621,5,8
PI506622,5,8
PI506623,5,8
PI506624,5,8
PI506625,5,8
PI506626,5,8
PI506627,5,8
PI506628,5,8
PI506629,5,8
PI506630,5,8
PI506631,5,8
PI506632,5,8
PI506633,5,8
PI506634,5,8
PI506635,5,8
PI506636,5,8
PI506637,5,8
PI506638,5,8
PI506639,5,8
PI506640,5,8
PI506641,5,8
PI506642,5,8
PI506643,5,8
PI506644,5,8
PI506645,5,8
PI506646,5,8
PI506647,5,8
PI506648,5,8
PI506649,5,8
PI506650,5,8
PI506651,5,8
PI506652,5,8
PI506653,5,8
PI506654,5,8
PI506655,5,8
PI506656,5,8
PI506657,5,8
PI506658,5,8
PI506660,5,8
PI506661,5,8
PI506663,5,8
PI506664,5,8
PI506665,5,8
PI506666,5,8
PI506667,5,8
PI506668,5,8
PI506669,5,8
PI506670,5,8
PI506671,5,8
PI506673,5,8
PI506674,5,8
PI506675,5,8
PI506676,5,8
PI506677,5,8
PI506678,5,8
PI506679,5,8
PI506680,5,8
PI506681,5,8
PI506682,5,8
PI506685,5,8
PI506686,5,8
PI506687,5,8
PI506688,5,8
PI506689,5,8
PI506690,5,8
PI506691,5,8
PI506692,5,8
PI506693,5,8
PI506694,5,8
PI506695,5,8
PI506696,5,8
PI506697,5,8
PI506698,5,8
PI506699,5,8
PI506700,5,8
PI506701,5,8
PI506702,5,8
PI506703,5,8
PI506704,5,8
PI506705,5,8
PI506706,5,8
PI506707,5,8
PI506708,5,8
PI506709,5,8
PI506710,5,8
PI506712,5,8
PI506713,5,8
PI506714,5,8
PI506715,5,8
PI506716,5,8
PI506717,5,8
PI506718,5,8
PI506719,5,8
PI506720,5,8
PI506721,5,8
PI506722,5,8
PI506723,5,8
PI506724,5,8
PI506725,5,8
PI506726,5,8
PI506727,5,8
PI506728,5,8
PI506729,5,8
PI506731,5,8
PI506732,5,8
PI506734,5,8
PI506736,4,8
PI506737,5,8
PI506738,5,8
PI506739,5,8
PI506740,5,8
PI506741,5,8
PI506742,5,8
PI506743,5,8
PI506744,5,8
PI506745,5,8
PI506746,5,8
PI506747,5,8
PI506748,5,8
PI506749,5,8
PI506750,5,8
PI506751,2,8
PI506752,5,8
PI506753,5,8
PI506754,5,8
PI506755,5,8
PI506756,5,8
PI506757,5,8
PI506758,5,8
PI506759,5,8
PI506760,5,8
PI506761,5,8
PI506763,5,8
PI506764,5,8
PI506765,5,8
